4865c4865,13786
> ratB(0,79,46)
> ratA(1,17,85)
> ratB(0,79,47)
> ratA(1,16,85)
> ratB(0,79,48)
> ratA(1,15,85)
> ratB(0,79,49)
> ratA(1,15,86)
> ratB(0,78,49)
> ratA(1,15,87)
> ratB(0,77,49)
> ratA(1,15,86)
> ratB(0,77,50)
> ratA(1,15,85)
> ratB(0,77,51)
> ratA(1,15,84)
> ratB(0,77,52)
> ratA(1,15,83)
> ratB(0,77,53)
> ratA(1,14,83)
> ratB(0,77,54)
> ratA(1,13,83)
> ratB(0,77,55)
> ratA(1,13,82)
> ratB(0,76,55)
> ratA(1,13,81)
> ratB(0,75,55)
> ratA(1,12,81)
> ratB(0,74,55)
> ratA(1,11,81)
> ratB(0,73,55)
> ratA(1,11,82)
> ratB(0,72,55)
> ratA(1,11,83)
> ratB(0,71,55)
> ratA(1,11,84)
> ratB(0,71,56)
> ratA(1,11,85)
> ratB(0,71,57)
> ratA(1,12,85)
> ratB(0,70,57)
> ratA(1,13,85)
> ratB(0,69,57)
> ratA(1,13,86)
> ratB(0,69,56)
> ratA(1,13,87)
> ratB(0,69,55)
> ratA(1,13,88)
> ratB(0,69,54)
> ratA(1,13,89)
> ratB(0,69,53)
> ratA(1,14,89)
> ratB(0,70,53)
> ratA(1,15,89)
> ratB(0,71,53)
> ratA(1,15,90)
> ratB(0,72,53)
> ratA(1,15,91)
> ratB(0,73,53)
> ratA(1,16,91)
> ratB(0,74,53)
> ratA(1,17,91)
> ratB(0,75,53)
> ratA(1,17,90)
> ratB(0,75,52)
> ratA(1,17,89)
> ratB(0,75,51)
> ratA(1,18,89)
> ratB(0,75,50)
> ratA(1,19,89)
> ratB(0,75,49)
> ratA(1,20,89)
> ratB(0,74,49)
> ratA(1,21,89)
> ratB(0,73,49)
> ratA(1,21,90)
> ratB(0,73,48)
> ratA(1,21,91)
> ratB(0,73,47)
> ratA(1,20,91)
> ratB(0,73,46)
> ratA(1,19,91)
> ratB(0,73,45)
> ratA(1,19,92)
> ratB(0,73,44)
> ratA(1,19,93)
> ratB(0,73,43)
> ratA(1,19,94)
> ratB(0,72,43)
> ratA(1,19,95)
> ratB(0,71,43)
> ratA(1,20,95)
> ratB(0,70,43)
> ratA(1,21,95)
> ratB(0,69,43)
> ratA(1,21,94)
> ratB(0,69,44)
> ratA(1,21,93)
> ratB(0,69,45)
> ratA(1,22,93)
> ratB(0,70,45)
> ratA(1,23,93)
> ratB(0,71,45)
> ratA(1,23,94)
> ratB(0,71,46)
> ratA(1,23,95)
> ratB(0,71,47)
> ratA(1,23,96)
> ratB(0,70,47)
> ratA(1,23,97)
> ratB(0,69,47)
> ratA(1,24,97)
> ratB(0,69,48)
> ratA(1,25,97)
> ratB(0,69,49)
> ratA(1,25,96)
> ratB(0,68,49)
> ratA(1,25,95)
> ratB(0,67,49)
> ratA(1,25,94)
> ratB(0,66,49)
> ratA(1,25,93)
> ratB(0,65,49)
> ratA(1,25,92)
> ratB(0,64,49)
> ratA(1,25,91)
> ratB(0,63,49)
> ratA(1,24,91)
> ratB(0,63,48)
> ratA(1,23,91)
> ratB(0,63,47)
> ratA(1,23,90)
> ratB(0,64,47)
> ratA(1,23,89)
> ratB(0,65,47)
> ratA(1,23,88)
> ratB(0,66,47)
> ratA(1,23,87)
> ratB(0,67,47)
> ratA(1,22,87)
> ratB(0,67,46)
> ratA(1,21,87)
> ratB(0,67,45)
> ratA(1,21,86)
> ratB(0,67,46)
> ratA(1,21,85)
> ratB(0,67,47)
> ratA(1,22,85)
> ratB(0,66,47)
> ratA(1,23,85)
> ratB(0,65,47)
> ratA(1,23,84)
> ratB(0,64,47)
> ratA(1,23,83)
> ratB(0,63,47)
> ratA(1,23,82)
> ratB(0,63,48)
> ratA(1,23,81)
> ratB(0,63,49)
> ratA(1,23,80)
> ratB(0,63,50)
> ratA(1,23,79)
> ratB(0,63,51)
> ratA(1,24,79)
> ratB(0,62,51)
> ratA(1,25,79)
> ratB(0,61,51)
> ratA(1,25,78)
> ratB(0,61,52)
> ratA(1,25,77)
> ratB(0,61,53)
> ratA(1,26,77)
> ratB(0,62,53)
> ratA(1,27,77)
> ratB(0,63,53)
> ratA(1,28,77)
> ratB(0,64,53)
> ratA(1,29,77)
> ratB(0,65,53)
> ratA(1,30,77)
> ratB(0,66,53)
> ratA(1,31,77)
> ratB(0,67,53)
> ratA(1,32,77)
> ratB(0,67,52)
> ratA(1,33,77)
> ratB(0,67,51)
> ratA(1,34,77)
> ratB(0,66,51)
> ratA(1,35,77)
> ratB(0,65,51)
> ratA(1,35,78)
> ratB(0,66,51)
> ratA(1,35,79)
> ratB(0,67,51)
> ratA(1,36,79)
> ratB(0,68,51)
> ratA(1,37,79)
> ratB(0,69,51)
> ratA(1,37,80)
> ratB(0,70,51)
> ratA(1,37,81)
> ratB(0,71,51)
> ratA(1,37,80)
> ratB(0,71,50)
> ratA(1,37,79)
> ratB(0,71,49)
> ratA(1,36,79)
> ratB(0,71,50)
> ratA(1,35,79)
> ratB(0,71,51)
> ratA(1,34,79)
> ratB(0,72,51)
> ratA(1,33,79)
> ratB(0,73,51)
> ratA(1,34,79)
> ratB(0,72,51)
> ratA(1,35,79)
> ratB(0,71,51)
> ratA(1,35,78)
> ratB(0,70,51)
> ratA(1,35,77)
> ratB(0,69,51)
> ratA(1,36,77)
> ratB(0,68,51)
> ratA(1,37,77)
> ratB(0,67,51)
> ratA(1,37,76)
> ratB(0,67,52)
> ratA(1,37,75)
> ratB(0,67,53)
> ratA(1,37,76)
> ratB(0,67,54)
> ratA(1,37,77)
> ratB(0,67,55)
> ratA(1,36,77)
> ratB(0,67,56)
> ratA(1,35,77)
> ratB(0,67,57)
> ratA(1,34,77)
> ratB(0,67,56)
> ratA(1,33,77)
> ratB(0,67,55)
> ratA(1,33,76)
> ratB(0,67,54)
> ratA(1,33,75)
> ratB(0,67,53)
> ratA(1,34,75)
> ratB(0,66,53)
> ratA(1,35,75)
> ratB(0,65,53)
> ratA(1,35,74)
> ratB(0,64,53)
> ratA(1,35,73)
> ratB(0,63,53)
> ratA(1,36,73)
> ratB(0,62,53)
> ratA(1,37,73)
> ratB(0,61,53)
> ratA(1,38,73)
> ratB(0,61,52)
> ratA(1,39,73)
> ratB(0,61,51)
> ratA(1,39,74)
> ratB(0,62,51)
> ratA(1,39,75)
> ratB(0,63,51)
> ratA(1,39,76)
> ratB(0,63,50)
> ratA(1,39,77)
> ratB(0,63,49)
> ratA(1,39,78)
> ratB(0,64,49)
> ratA(1,39,79)
> ratB(0,65,49)
> ratA(1,39,80)
> ratB(0,66,49)
> ratA(1,39,81)
> ratB(0,67,49)
> ratA(1,39,82)
> ratB(0,68,49)
> ratA(1,39,83)
> ratB(0,69,49)
> ratA(1,38,83)
> ratB(0,69,48)
> ratA(1,37,83)
> ratB(0,69,47)
> ratA(1,36,83)
> ratB(0,70,47)
> ratA(1,35,83)
> ratB(0,71,47)
> ratA(1,35,84)
> ratB(0,71,46)
> ratA(1,35,85)
> ratB(0,71,45)
> ratA(1,35,86)
> ratB(0,70,45)
> ratA(1,35,87)
> ratB(0,69,45)
> ratA(1,35,86)
> ratB(0,69,44)
> ratA(1,35,85)
> ratB(0,69,43)
> ratA(1,35,84)
> ratB(0,70,43)
> ratA(1,35,83)
> ratB(0,71,43)
> ratA(1,35,82)
> ratB(0,72,43)
> ratA(1,35,81)
> ratB(0,73,43)
> ratA(1,34,81)
> ratB(0,73,44)
> ratA(1,33,81)
> ratB(0,73,45)
> ratA(1,33,82)
> ratB(0,74,45)
> ratA(1,33,83)
> ratB(0,75,45)
> ratA(1,33,84)
> ratB(0,75,44)
> ratA(1,33,85)
> ratB(0,75,43)
> ratA(1,32,85)
> ratB(0,75,44)
> ratA(1,31,85)
> ratB(0,75,45)
> ratA(1,31,86)
> ratB(0,75,46)
> ratA(1,31,87)
> ratB(0,75,47)
> ratA(1,32,87)
> ratB(0,76,47)
> ratA(1,33,87)
> ratB(0,77,47)
> ratA(1,33,88)
> ratB(0,76,47)
> ratA(1,33,89)
> ratB(0,75,47)
> ratA(1,34,89)
> ratB(0,75,46)
> ratA(1,35,89)
> ratB(0,75,45)
> ratA(1,36,89)
> ratB(0,74,45)
> ratA(1,37,89)
> ratB(0,73,45)
> ratA(1,37,90)
> ratB(0,73,46)
> ratA(1,37,91)
> ratB(0,73,47)
> ratA(1,37,92)
> ratB(0,73,48)
> ratA(1,37,93)
> ratB(0,73,49)
> ratA(1,37,92)
> ratB(0,74,49)
> ratA(1,37,91)
> ratB(0,75,49)
> ratA(1,36,91)
> ratB(0,75,50)
> ratA(1,35,91)
> ratB(0,75,51)
> ratA(1,35,92)
> ratB(0,75,52)
> ratA(1,35,93)
> ratB(0,75,53)
> ratA(1,35,94)
> ratB(0,74,53)
> ratA(1,35,95)
> ratB(0,73,53)
> ratA(1,36,95)
> ratB(0,72,53)
> ratA(1,37,95)
> ratB(0,71,53)
> ratA(1,37,96)
> ratB(0,70,53)
> ratA(1,37,97)
> ratB(0,69,53)
> ratA(1,37,98)
> ratB(0,69,54)
> ratA(1,37,99)
> ratB(0,69,55)
> ratA(1,38,99)
> ratB(0,69,56)
> ratA(1,39,99)
> ratB(0,69,57)
> ratA(1,38,99)
> ratB(0,70,57)
> ratA(1,37,99)
> ratB(0,71,57)
> ratA(1,37,98)
> ratB(0,72,57)
> ratA(1,37,97)
> ratB(0,73,57)
> ratA(1,38,97)
> ratB(0,74,57)
> ratA(1,39,97)
> ratB(0,75,57)
> ratA(1,40,97)
> ratB(0,74,57)
> ratA(1,41,97)
> ratB(0,73,57)
> ratA(1,42,97)
> ratB(0,72,57)
> ratA(1,43,97)
> ratB(0,71,57)
> ratA(1,43,96)
> ratB(0,71,56)
> ratA(1,43,95)
> ratB(0,71,55)
> ratA(1,44,95)
> ratB(0,72,55)
> ratA(1,45,95)
> ratB(0,73,55)
> ratA(1,46,95)
> ratB(0,74,55)
> ratA(1,47,95)
> ratB(0,75,55)
> ratA(1,47,96)
> ratB(0,76,55)
> ratA(1,47,97)
> ratB(0,77,55)
> ratA(1,46,97)
> ratB(0,78,55)
> ratA(1,45,97)
> ratB(0,79,55)
> ratA(1,45,98)
> ratB(0,79,54)
> ratA(1,45,99)
> ratB(0,79,53)
> ratA(1,46,99)
> ratB(0,79,52)
> ratA(1,47,99)
> ratB(0,79,51)
> ratA(1,48,99)
> ratB(0,79,52)
> ratA(1,49,99)
> ratB(0,79,53)
> ratA(1,50,99)
> ratB(0,79,54)
> ratA(1,51,99)
> ratB(0,79,55)
> ratA(1,52,99)
> ratB(0,78,55)
> ratA(1,53,99)
> ratB(0,77,55)
> ratA(1,53,98)
> ratB(0,77,54)
> ratA(1,53,97)
> ratB(0,77,53)
> ratA(1,54,97)
> ratB(0,77,52)
> ratA(1,55,97)
> ratB(0,77,51)
> ratA(1,55,98)
> ratB(0,77,50)
> ratA(1,55,99)
> ratB(0,77,49)
> ratA(1,56,99)
> ratB(0,78,49)
> ratA(1,57,99)
> ratB(0,79,49)
> ratA(1,57,98)
> ratB(0,79,48)
> ratA(1,57,97)
> ratB(0,79,47)
> ratA(1,57,96)
> ratB(0,79,46)
> ratA(1,57,95)
> ratB(0,79,45)
> ratA(1,58,95)
> ratB(0,78,45)
> ratA(1,59,95)
> ratB(0,77,45)
> ratA(1,59,94)
> ratB(0,77,44)
> ratA(1,59,93)
> ratB(0,77,43)
> ratA(1,60,93)
> ratB(0,77,42)
> ratA(1,61,93)
> ratB(0,77,41)
> ratA(1,61,94)
> ratB(0,77,40)
> ratA(1,61,95)
> ratB(0,77,39)
> ratA(1,61,96)
> ratB(0,76,39)
> ratA(1,61,97)
> ratB(0,75,39)
> ratA(1,60,97)
> ratB(0,75,40)
> ratA(1,59,97)
> ratB(0,75,41)
> ratA(1,59,98)
> ratB(0,74,41)
> ratA(1,59,99)
> ratB(0,73,41)
> ratA(1,60,99)
> ratB(0,72,41)
> ratA(1,61,99)
> ratB(0,71,41)
> ratA(1,62,99)
> ratB(0,70,41)
> ratA(1,63,99)
> ratB(0,69,41)
> ratA(1,64,99)
> ratB(0,68,41)
> ratA(1,65,99)
> ratB(0,67,41)
> ratA(1,66,99)
> ratB(0,67,42)
> ratA(1,67,99)
> ratB(0,67,43)
> ratA(1,67,98)
> ratB(0,66,43)
> ratA(1,67,97)
> ratB(0,65,43)
> ratA(1,68,97)
> ratB(0,65,44)
> ratA(1,69,97)
> ratB(0,65,45)
> ratA(1,70,97)
> ratB(0,64,45)
> ratA(1,71,97)
> ratB(0,63,45)
> ratA(1,71,98)
> ratB(0,63,44)
> ratA(1,71,99)
> ratB(0,63,43)
> ratA(1,72,99)
> ratB(0,62,43)
> ratA(1,73,99)
> ratB(0,61,43)
> ratA(1,73,98)
> ratB(0,60,43)
> ratA(1,73,97)
> ratB(0,59,43)
> ratA(1,73,96)
> ratB(0,58,43)
> ratA(1,73,95)
> ratB(0,57,43)
> ratA(1,74,95)
> ratB(0,57,42)
> ratA(1,75,95)
> ratB(0,57,41)
> ratA(1,76,95)
> ratB(0,56,41)
> ratA(1,77,95)
> ratB(0,55,41)
> ratA(1,78,95)
> ratB(0,55,42)
> ratA(1,79,95)
> ratB(0,55,43)
> ratA(1,80,95)
> ratB(0,55,44)
> ratA(1,81,95)
> ratB(0,55,45)
> ratA(1,82,95)
> ratB(0,55,46)
> ratA(1,83,95)
> ratB(0,55,47)
> ratA(1,83,96)
> ratB(0,55,48)
> ratA(1,83,97)
> ratB(0,55,49)
> ratA(1,82,97)
> ratB(0,56,49)
> ratA(1,81,97)
> ratB(0,57,49)
> ratA(1,81,98)
> ratB(0,57,48)
> ratA(1,81,99)
> ratB(0,57,47)
> ratA(1,82,99)
> ratB(0,58,47)
> ratA(1,83,99)
> ratB(0,59,47)
> ratA(1,82,99)
> ratB(0,60,47)
> ratA(1,81,99)
> ratB(0,61,47)
> ratA(1,80,99)
> ratB(0,61,48)
> ratA(1,79,99)
> ratB(0,61,49)
> ratA(1,78,99)
> ratB(0,60,49)
> ratA(1,77,99)
> ratB(0,59,49)
> ratA(1,77,98)
> ratB(0,59,50)
> ratA(1,77,97)
> ratB(0,59,51)
> ratA(1,78,97)
> ratB(0,59,52)
> ratA(1,79,97)
> ratB(0,59,53)
> ratA(1,78,97)
> ratB(0,59,54)
> ratA(1,77,97)
> ratB(0,59,55)
> ratA(1,76,97)
> ratB(0,60,55)
> ratA(1,75,97)
> ratB(0,61,55)
> ratA(1,75,98)
> ratB(0,62,55)
> ratA(1,75,99)
> ratB(0,63,55)
> ratA(1,75,98)
> ratB(0,64,55)
> ratA(1,75,97)
> ratB(0,65,55)
> ratA(1,76,97)
> ratB(0,65,56)
> ratA(1,77,97)
> ratB(0,65,57)
> ratA(1,77,98)
> ratB(0,65,58)
> ratA(1,77,99)
> ratB(0,65,59)
> ratA(1,78,99)
> ratB(0,66,59)
> ratA(1,79,99)
> ratB(0,67,59)
> ratA(1,80,99)
> ratB(0,68,59)
> ratA(1,81,99)
> ratB(0,69,59)
> ratA(1,81,98)
> ratB(0,70,59)
> ratA(1,81,97)
> ratB(0,71,59)
> ratA(1,82,97)
> ratB(0,72,59)
> ratA(1,83,97)
> ratB(0,73,59)
> ratA(1,83,96)
> ratB(0,73,60)
> ratA(1,83,95)
> ratB(0,73,61)
> ratA(1,83,94)
> ratB(0,72,61)
> ratA(1,83,93)
> ratB(0,71,61)
> ratA(1,82,93)
> ratB(0,71,62)
> ratA(1,81,93)
> ratB(0,71,63)
> ratA(1,80,93)
> ratB(0,72,63)
> ratA(1,79,93)
> ratB(0,73,63)
> ratA(1,78,93)
> ratB(0,73,64)
> ratA(1,77,93)
> ratB(0,73,65)
> ratA(1,77,92)
> ratB(0,73,64)
> ratA(1,77,91)
> ratB(0,73,63)
> ratA(1,78,91)
> ratB(0,72,63)
> ratA(1,79,91)
> ratB(0,71,63)
> ratA(1,78,91)
> ratB(0,71,64)
> ratA(1,77,91)
> ratB(0,71,65)
> ratA(1,77,92)
> ratB(0,71,66)
> ratA(1,77,93)
> ratB(0,71,67)
> ratA(1,78,93)
> ratB(0,70,67)
> ratA(1,79,93)
> ratB(0,69,67)
> ratA(1,80,93)
> ratB(0,69,66)
> ratA(1,81,93)
> ratB(0,69,65)
> ratA(1,82,93)
> ratB(0,69,64)
> ratA(1,83,93)
> ratB(0,69,63)
> ratA(1,83,94)
> ratB(0,68,63)
> ratA(1,83,95)
> ratB(0,67,63)
> ratA(1,82,95)
> ratB(0,66,63)
> ratA(1,81,95)
> ratB(0,65,63)
> ratA(1,80,95)
> ratB(0,65,64)
> ratA(1,79,95)
> ratB(0,65,65)
> ratA(1,78,95)
> ratB(0,64,65)
> ratA(1,77,95)
> ratB(0,63,65)
> ratA(1,76,95)
> ratB(0,63,66)
> ratA(1,75,95)
> ratB(0,63,67)
> ratA(1,74,95)
> ratB(0,64,67)
> ratA(1,73,95)
> ratB(0,65,67)
> ratA(1,72,95)
> ratB(0,65,68)
> ratA(1,71,95)
> ratB(0,65,69)
> ratA(1,72,95)
> ratB(0,66,69)
> ratA(1,73,95)
> ratB(0,67,69)
> ratA(1,73,96)
> ratB(0,67,70)
> ratA(1,73,97)
> ratB(0,67,71)
> ratA(1,73,98)
> ratB(0,68,71)
> ratA(1,73,99)
> ratB(0,69,71)
> ratA(1,72,99)
> ratB(0,70,71)
> ratA(1,71,99)
> ratB(0,71,71)
> ratA(1,70,99)
> ratB(0,72,71)
> ratA(1,69,99)
> ratB(0,73,71)
> ratA(1,70,99)
> ratB(0,73,70)
> ratA(1,71,99)
> ratB(0,73,69)
> ratA(1,71,98)
> ratB(0,73,68)
> ratA(1,71,97)
> ratB(0,73,67)
> ratA(1,70,97)
> ratB(0,74,67)
> ratA(1,69,97)
> ratB(0,75,67)
> ratA(1,68,97)
> ratB(0,75,66)
> ratA(1,67,97)
> ratB(0,75,65)
> ratA(1,66,97)
> ratB(0,75,64)
> ratA(1,65,97)
> ratB(0,75,63)
> ratA(1,64,97)
> ratB(0,75,64)
> ratA(1,63,97)
> ratB(0,75,65)
> ratA(1,63,96)
> ratB(0,75,66)
> ratA(1,63,95)
> ratB(0,75,67)
> ratA(1,63,94)
> ratB(0,76,67)
> ratA(1,63,93)
> ratB(0,77,67)
> ratA(1,64,93)
> ratB(0,77,68)
> ratA(1,65,93)
> ratB(0,77,69)
> ratA(1,65,94)
> ratB(0,77,70)
> ratA(1,65,95)
> ratB(0,77,71)
> ratA(1,65,94)
> ratB(0,78,71)
> ratA(1,65,93)
> ratB(0,79,71)
> ratA(1,64,93)
> ratB(0,79,70)
> ratA(1,63,93)
> ratB(0,79,69)
> ratA(1,63,94)
> ratB(0,80,69)
> ratA(1,63,95)
> ratB(0,81,69)
> ratA(1,63,96)
> ratB(0,81,68)
> ratA(1,63,97)
> ratB(0,81,67)
> ratA(1,64,97)
> ratB(0,80,67)
> ratA(1,65,97)
> ratB(0,79,67)
> ratA(1,66,97)
> ratB(0,79,66)
> ratA(1,67,97)
> ratB(0,79,65)
> ratA(1,67,98)
> ratB(0,78,65)
> ratA(1,67,99)
> ratB(0,77,65)
> ratA(1,66,99)
> ratB(0,77,64)
> ratA(1,65,99)
> ratB(0,77,63)
> ratA(1,64,99)
> ratB(0,77,62)
> ratA(1,63,99)
> ratB(0,77,61)
> ratA(1,62,99)
> ratB(0,76,61)
> ratA(1,61,99)
> ratB(0,75,61)
> ratA(1,60,99)
> ratB(0,75,60)
> ratA(1,59,99)
> ratB(0,75,59)
> ratA(1,59,98)
> ratB(0,76,59)
> ratA(1,59,97)
> ratB(0,77,59)
> ratA(1,60,97)
> ratB(0,77,58)
> ratA(1,61,97)
> ratB(0,77,57)
> ratA(1,61,96)
> ratB(0,78,57)
> ratA(1,61,95)
> ratB(0,79,57)
> ratA(1,61,94)
> ratB(0,80,57)
> ratA(1,61,93)
> ratB(0,81,57)
> ratA(1,60,93)
> ratB(0,81,56)
> ratA(1,59,93)
> ratB(0,81,55)
> ratA(1,59,92)
> ratB(0,81,54)
> ratA(1,59,91)
> ratB(0,81,53)
> ratA(1,59,90)
> ratB(0,81,52)
> ratA(1,59,89)
> ratB(0,81,51)
> ratA(1,58,89)
> ratB(0,81,50)
> ratA(1,57,89)
> ratB(0,81,49)
> ratA(1,57,88)
> ratB(0,81,48)
> ratA(1,57,87)
> ratB(0,81,47)
> ratA(1,56,87)
> ratB(0,81,46)
> ratA(1,55,87)
> ratB(0,81,45)
> ratA(1,55,88)
> ratB(0,82,45)
> ratA(1,55,89)
> ratB(0,83,45)
> ratA(1,55,90)
> ratB(0,83,46)
> ratA(1,55,91)
> ratB(0,83,47)
> ratA(1,54,91)
> ratB(0,83,48)
> ratA(1,53,91)
> ratB(0,83,49)
> ratA(1,53,90)
> ratB(0,83,50)
> ratA(1,53,89)
> ratB(0,83,51)
> ratA(1,52,89)
> ratB(0,84,51)
> ratA(1,51,89)
> ratB(0,85,51)
> ratA(1,50,89)
> ratB(0,86,51)
> ratA(1,49,89)
> ratB(0,87,51)
> ratA(1,49,90)
> ratB(0,86,51)
> ratA(1,49,91)
> ratB(0,85,51)
> ratA(1,50,91)
> ratB(0,84,51)
> ratA(1,51,91)
> ratB(0,83,51)
> ratA(1,51,92)
> ratB(0,83,52)
> ratA(1,51,93)
> ratB(0,83,53)
> ratA(1,52,93)
> ratB(0,83,54)
> ratA(1,53,93)
> ratB(0,83,55)
> ratA(1,53,94)
> ratB(0,83,56)
> ratA(1,53,95)
> ratB(0,83,57)
> ratA(1,54,95)
> ratB(0,84,57)
> ratA(1,55,95)
> ratB(0,85,57)
> ratA(1,55,94)
> ratB(0,85,56)
> ratA(1,55,93)
> ratB(0,85,55)
> ratA(1,56,93)
> ratB(0,85,54)
> ratA(1,57,93)
> ratB(0,85,53)
> ratA(1,57,92)
> ratB(0,86,53)
> ratA(1,57,91)
> ratB(0,87,53)
> ratA(1,57,92)
> ratB(0,87,54)
> ratA(1,57,93)
> ratB(0,87,55)
> ratA(1,56,93)
> ratB(0,88,55)
> ratA(1,55,93)
> ratB(0,89,55)
> ratA(1,55,94)
> ratB(0,90,55)
> ratA(1,55,95)
> ratB(0,91,55)
> ratA(1,54,95)
> ratB(0,91,54)
> ratA(1,53,95)
> ratB(0,91,53)
> ratA(1,52,95)
> ratB(0,90,53)
> ratA(1,51,95)
> ratB(0,89,53)
> ratA(1,51,96)
> ratB(0,89,52)
> ratA(1,51,97)
> ratB(0,89,51)
> ratA(1,50,97)
> ratB(0,89,50)
> ratA(1,49,97)
> ratB(0,89,49)
> ratA(1,49,96)
> ratB(0,88,49)
> ratA(1,49,95)
> ratB(0,87,49)
> ratA(1,49,94)
> ratB(0,86,49)
> ratA(1,49,93)
> ratB(0,85,49)
> ratA(1,49,94)
> ratB(0,85,48)
> ratA(1,49,95)
> ratB(0,85,47)
> ratA(1,49,96)
> ratB(0,85,46)
> ratA(1,49,97)
> ratB(0,85,45)
> ratA(1,50,97)
> ratB(0,86,45)
> ratA(1,51,97)
> ratB(0,87,45)
> ratA(1,51,96)
> ratB(0,87,44)
> ratA(1,51,95)
> ratB(0,87,43)
> ratA(1,52,95)
> ratB(0,87,44)
> ratA(1,53,95)
> ratB(0,87,45)
> ratA(1,53,94)
> ratB(0,88,45)
> ratA(1,53,93)
> ratB(0,89,45)
> ratA(1,52,93)
> ratB(0,89,44)
> ratA(1,51,93)
> ratB(0,89,43)
> ratA(1,51,92)
> ratB(0,89,42)
> ratA(1,51,91)
> ratB(0,89,41)
> ratA(1,50,91)
> ratB(0,89,42)
> ratA(1,49,91)
> ratB(0,89,43)
> ratA(1,49,90)
> ratB(0,90,43)
> ratA(1,49,89)
> ratB(0,91,43)
> ratA(1,48,89)
> ratB(0,91,42)
> ratA(1,47,89)
> ratB(0,91,41)
> ratA(1,46,89)
> ratB(0,91,40)
> ratA(1,45,89)
> ratB(0,91,39)
> ratA(1,44,89)
> ratB(0,91,38)
> ratA(1,43,89)
> ratB(0,91,37)
> ratA(1,43,88)
> ratB(0,91,38)
> ratA(1,43,87)
> ratB(0,91,39)
> ratA(1,44,87)
> ratB(0,91,40)
> ratA(1,45,87)
> ratB(0,91,41)
> ratA(1,44,87)
> ratB(0,91,42)
> ratA(1,43,87)
> ratB(0,91,43)
> ratA(1,42,87)
> ratB(0,91,44)
> ratA(1,41,87)
> ratB(0,91,45)
> ratA(1,41,88)
> ratB(0,92,45)
> ratA(1,41,89)
> ratB(0,93,45)
> ratA(1,41,90)
> ratB(0,93,44)
> ratA(1,41,91)
> ratB(0,93,43)
> ratA(1,42,91)
> ratB(0,93,42)
> ratA(1,43,91)
> ratB(0,93,41)
> ratA(1,43,92)
> ratB(0,94,41)
> ratA(1,43,93)
> ratB(0,95,41)
> ratA(1,44,93)
> ratB(0,95,42)
> ratA(1,45,93)
> ratB(0,95,43)
> ratA(1,46,93)
> ratB(0,96,43)
> ratA(1,47,93)
> ratB(0,97,43)
> ratA(1,47,92)
> ratB(0,97,42)
> ratA(1,47,91)
> ratB(0,97,41)
> ratA(1,46,91)
> ratB(0,97,40)
> ratA(1,45,91)
> ratB(0,97,39)
> ratA(1,46,91)
> ratB(0,96,39)
> ratA(1,47,91)
> ratB(0,95,39)
> ratA(1,47,92)
> ratB(0,94,39)
> ratA(1,47,93)
> ratB(0,93,39)
> ratA(1,46,93)
> ratB(0,93,38)
> ratA(1,45,93)
> ratB(0,93,37)
> ratA(1,44,93)
> ratB(0,93,36)
> ratA(1,43,93)
> ratB(0,93,35)
> ratA(1,43,92)
> ratB(0,94,35)
> ratA(1,43,91)
> ratB(0,95,35)
> ratA(1,42,91)
> ratB(0,96,35)
> ratA(1,41,91)
> ratB(0,97,35)
> ratA(1,41,90)
> ratB(0,97,34)
> ratA(1,41,89)
> ratB(0,97,33)
> ratA(1,41,88)
> ratB(0,96,33)
> ratA(1,41,87)
> ratB(0,95,33)
> ratA(1,42,87)
> ratB(0,96,33)
> ratA(1,43,87)
> ratB(0,97,33)
> ratA(1,43,88)
> ratB(0,97,34)
> ratA(1,43,89)
> ratB(0,97,35)
> ratA(1,44,89)
> ratB(0,96,35)
> ratA(1,45,89)
> ratB(0,95,35)
> ratA(1,46,89)
> ratB(0,95,36)
> ratA(1,47,89)
> ratB(0,95,37)
> ratA(1,47,88)
> ratB(0,96,37)
> ratA(1,47,87)
> ratB(0,97,37)
> ratA(1,48,87)
> ratB(0,98,37)
> ratA(1,49,87)
> ratB(0,99,37)
> ratA(1,50,87)
> ratB(0,99,36)
> ratA(1,51,87)
> ratB(0,99,35)
> ratA(1,52,87)
> ratB(0,99,34)
> ratA(1,53,87)
> ratB(0,99,33)
> ratA(1,53,86)
> ratB(0,99,32)
> ratA(1,53,85)
> ratB(0,99,31)
> ratA(1,53,84)
> ratB(0,99,30)
> ratA(1,53,83)
> ratB(0,99,29)
> ratA(1,54,83)
> ratB(0,99,28)
> ratA(1,55,83)
> ratB(0,99,27)
> ratA(1,55,84)
> ratB(0,99,26)
> ratA(1,55,85)
> ratB(0,99,25)
> ratA(1,56,85)
> ratB(0,98,25)
> ratA(1,57,85)
> ratB(0,97,25)
> ratA(1,57,84)
> ratB(0,96,25)
> ratA(1,57,83)
> ratB(0,95,25)
> ratA(1,58,83)
> ratB(0,94,25)
> ratA(1,59,83)
> ratB(0,93,25)
> ratA(1,60,83)
> ratB(0,93,26)
> ratA(1,61,83)
> ratB(0,93,27)
> ratA(1,61,84)
> ratB(0,94,27)
> ratA(1,61,85)
> ratB(0,95,27)
> ratA(1,60,85)
> ratB(0,96,27)
> ratA(1,59,85)
> ratB(0,97,27)
> ratA(1,59,86)
> ratB(0,96,27)
> ratA(1,59,87)
> ratB(0,95,27)
> ratA(1,59,86)
> ratB(0,95,28)
